"Title","Href","Author","Date","Abstract","Keywords","University Name"
"Modeling and verifying context-aware non-monotonic reasoning agents","https://uwe-repository.worktribe.com/output/802350/modeling-and-verifying-context-aware-non-monotonic-reasoning-agents"," Rakib Abdur; Hafiz Mahfooz Ul Haque","Nov 30, 2015","© 2015 IEEE. This paper complements our previous work on formal modeling of resource-bounded context-aware systems, which handle inconsistent context information using defeasible reasoning, by focusing on automated analysis and verification. A case study demonstrates how model checking techniques can be used to formally analyze quantitative and qualitative properties of a context-aware system based on message passing among agents. The behavior (semantics) of the system is modeled by a term rewriting system and the desired properties are expressed as LTL formulas. The Maude LTL model checker is used to perform automated analysis of the system and verify non-conflicting context information guarantees it provides.","Tech","University of the West of England"
"Community-based groundwater and ecosystem restoration in semi-arid north Rajasthan (1): Socio-economic progress and lessons for groundwater-dependentareas","https://uwe-repository.worktribe.com/output/802451/community-based-groundwater-and-ecosystem-restoration-in-semi-arid-north-rajasthan-1-socio-economic-progress-and-lessons-for-groundwater-dependentareas"," Mark Everard","Dec 1, 2015","Groundwater is a vital resource in arid and semi-arid regions, increasingly relied upon for year-round access, though lack of both study and regulation contribute to unsustainable pressures potentially contributing to a negative spiral of ecological, social and economic decline.  Using field visits, interviews with locals and experts, and literature reviews, we explored a successful programme of community-based groundwater recharge in three adjacent catchments (the Arvari, Sarsa and Baghani) in semi-arid north Rajasthan, India, led by the NGO Tarun Bharat Sangh (TBS) in order to determine how successes were achieved and could be replicated.  TBS-led initiatives rebuilt traditional village governance structures and participation in community-designed and maintained water harvesting structures (WHSs), which were efficient both economically and in technical design using indigenous knowledge.  Enhanced seasonal groundwater recharge enabled by WHSs regenerated aquatic, farmed and natural ecosystems, underpinning a positive cycle of interdependent social and economic regeneration.  Locally appropriate, integrated social and technical solutions maintaining this positive cycle have increased the quality of ecosystems and the wellbeing of local people.  We used the STEEP (Social, Technological, Economic, Environmental, Political) framework to stratify outcomes, exploring principles underpinning successful local and catchment-scale regeneration and drawing out lessons transferrable to similarly water-stressed regions.","Tech","University of the West of England"
"Stakeholder perceptions of the benefits and barriers of implementing environmental management systems in the Nigerian construction industry","https://uwe-repository.worktribe.com/output/802742/stakeholder-perceptions-of-the-benefits-and-barriers-of-implementing-environmental-management-systems-in-the-nigerian-construction-industry","Victoria O. Owolana;  Colin Booth","Apr 2, 2016","© 2016 Vilnius Gediminas Technical University (VGTU) Press. This study investigates stakeholder opinions of the major benefits and barriers of Environmental Management Systems (EMS) to the Nigerian construction industry, and the perceived issues to EMS adoption among organisations in the industry. The study highlights the environment as an important stakeholder in the industry because it affects and is affected by construction activities on a regular basis. It identifies the importance of ISO 14001 in ensuring adequate consideration for the environment is maintained on construction projects. The research adopts a quantitative approach by analysing responses from an online survey among construction industry professionals in Nigeria. The questions on the survey were drawn from a similar study carried out in Asia and the results were analysed using the Weighted Average and Standard Deviation statistical approach. Results reveal that the major benefits of EMS to the Nigerian construction industry were improved efficiency in waste management and environmental protection, as well as an overall increase in employee motivation due to better opportunities for training and development. Lack of technological support in organisations and the high cost of implementing EMS were viewed as the major barriers towards its uptake in construction companies. The findings also indicate that a feasible EMS implementation strategy must not ignore the unique nature of the Nigerian construction industry, which comprises mostly small and medium enterprises. The study concludes by recommending the use of a waste management plan based on the Reuse-Reduce-Recycle-Recover model and an employee training plan to ensure continuous improvement in the organisation’s environmental management strategy.","Tech","University of the West of England"
"The future of green infrastructure","https://uwe-repository.worktribe.com/output/802776/the-future-of-green-infrastructure","Andy J. Moffat; Dr Danielle Sinnett;  Nicholas Smith; Sarah Burgess","Nov 27, 2015","From its origins in nineteenth-century parks green, infrastructure has been an ever-evolving component of cities. This chapter makes some observations based on a number of key trends in society and emerging patterns of green infrastructure provision to make some suggestions for the future. It looks at how our cities and their citizens are changing and the response required if green infrastructure, in terms of its form and function, is to remain relevant. In addition to our cities shaping green infrastructure, it in turn has a fundamental role to play in future-proofing our cities from challenges, such as climate change, and threats to natural ecosystems and their services on which our health and well-being depend. The management of green infrastructure is also likely to evolve the future, particularly in times of austerity, and require ever greater degrees of collaboration between professions and sectors. However, the future, it is argued, also holds new opportunities for green infrastructure, for example, in terms of new technologies to improve is delivery, streamline its management and monitoring, and facilitate community involvement. What is clear is that green infrastructure will need to be a flexible and dynamic resource that is capable of adapting to cities of the future.","Tech","University of the West of England"
"A survey of location inference techniques on Twitter","https://uwe-repository.worktribe.com/output/802967/a-survey-of-location-inference-techniques-on-twitter","Oluwaseun Ajao;  Jun Hong; Weiru Liu","Jan 1, 2015","© The Author(s) 2015. The increasing popularity of the social networking service, Twitter, has made it more involved in day-to-day communications, strengthening social relationships and information dissemination. Conversations on Twitter are now being explored as indicators within early warning systems to alert of imminent natural disasters such as earthquakes and aid prompt emergency responses to crime. Producers are privileged to have limitless access to market perception from consumer comments on social media and microblogs. Targeted advertising can be made more effective based on user profile information such as demography, interests and location. While these applications have proven beneficial, the ability to effectively infer the location of Twitter users has even more immense value. However, accurately identifying where a message originated from or an author's location remains a challenge, thus essentially driving research in that regard. In this paper, we survey a range of techniques applied to infer the location of Twitter users from inception to state of the art. We find significant improvements over time in the granularity levels and better accuracy with results driven by refinements to algorithms and inclusion of more spatial features.","Tech","University of the West of England"
"Reseña del Libro: Communication and Engagement with Science and Technology. Issues and Dilemmas","https://uwe-repository.worktribe.com/output/802990/resena-del-libro-communication-and-engagement-with-science-and-technology-issues-and-dilemmas","Erik Stengler","Nov 20, 2015","Book review","Tech","University of the West of England"
"Transition dynamics to complex rules in elementary cellular automata from Wolfram classes","https://uwe-repository.worktribe.com/output/803108/transition-dynamics-to-complex-rules-in-elementary-cellular-automata-from-wolfram-classes","Estephania M. Delgado; Genaro Martinez;  Andrew Adamatzky","Nov 17, 2015","We overview the basis of Elementary Cellular Automata and Wolfram’s Classes, subsequently we show a technique known as Memory Based Rule Analysis, to extract complex systems from a family of chaotic discrete dynamical system. Cases of study rules 30 and 126.","Tech","University of the West of England"
"Hand layup: understanding the manual process","https://uwe-repository.worktribe.com/output/803318/hand-layup-understanding-the-manual-process","K. Potter; M. Elkington; Dominique Bloom; Caryn Ward;  Anna Chatzimichali","Jul 3, 2015","© 2015, © 2015 The Author(s). Published by Taylor  &  Francis. The hand layup of pre-impregnated woven materials is still a large part of the composite manufacturing industry, requiring the skills and experience of a human workforce to form flat plies into complex shapes. It is capable of producing high performance and complex parts, but can be an expensive and variable process. Despite its importance, there appears to have been very little research into the actual methods and techniques used by workers to manipulate flat sheets of composite material into shape during layup. This work presents the first known detailed study of the approach and techniques used by laminators. Four participants laid up onto 15 different shaped molds that replicated features commonly found on composite components. The actions used in layup were grouped into eight distinct techniques. Use of these techniques across tasks of different geometry, ramp angles, radii and drape path was identified using video analysis techniques from the ergonomics field. This revealed strong links between specific features and techniques, revealing a systematic approach to layup. This has enabled the first step toward producing a design for manufacture knowledge base surrounding hand layup. This could then be used to inform the development of the layup process, improve training methods and assist in the design of future automated solutions.","Tech","University of the West of England"
"Ceramic MFCs with internal cathode producing sufficient power for practical applications","https://uwe-repository.worktribe.com/output/803424/ceramic-mfcs-with-internal-cathode-producing-sufficient-power-for-practical-applications"," Iwona Serruys; Andrew Stinchcombe;  John Greenman;  Chris Melhuish;  Yannis Ieropoulos","Nov 9, 2015","© 2015, Hydrogen Energy Publications, LLC. Published by Elsevier Ltd. All rights reserved. This communication reports on the potential of using MFCs for powering real world applications, whereby three interconnected MFCs directly energise an external DC motor, and a single MFC recharges a mobile phone, via energy harvesting. The work is aiming to evaluate MFC performance based on low-cost, catalyst-free conditions, with an internal cathode to operate practical applications. It presents the case for simple and easy-tooperate ceramic-based designs as a viable approach to larger-scale implementation in real-world conditions such as wastewater treatment plants. MFCs hold great promise for sustainable wastewater treatment since they are the only technology that directly generates electricity from the break-down of waste.","Tech","University of the West of England"
"Inter-Taxa differences in iodine uptake by plants: Implications for food quality and contamination","https://uwe-repository.worktribe.com/output/803490/inter-taxa-differences-in-iodine-uptake-by-plants-implications-for-food-quality-and-contamination","Eleni Siasou;  Neil Willey","Dec 1, 2015","© 2015 by the authors. Although iodine is not essential for plants, they take it up readily and, in foodchains, are significant sources of iodine for organisms with an essential requirement for it. During several nuclear accidents radioiodine has been an important component of releases of radioactivity and has caused serious contamination of foodchains. Differences in iodine uptake by different plant taxa are, therefore, important to nutritional and radioecological studies. Using techniques we have developed for a range of other elements, we analyzed inter-taxa differences in radioiodine uptake by 103 plant species and between varieties of two species, and analyzed them using a recent, phylogenetically-informed, taxonomy. The results show that there are significant differences in uptake above and below the species level. There are significant differences between Monocots and Eudicots in iodine uptake, and, in particular, hierarchical ANOVA revealed significant differences between Genera within Families. These analyses of the taxonomic origin of differences in plant uptake of iodine can help the prediction of crop contamination with radioiodine and the management of stable iodine in crops for nutritional purposes.","Tech","University of the West of England"
"Determination of the appropriate gene for real-time PCR analysis of the immotalized stromal cell line HS-5 in 2D and 3D culture following melphalan exposure","https://uwe-repository.worktribe.com/output/803533/determination-of-the-appropriate-gene-for-real-time-pcr-analysis-of-the-immotalized-stromal-cell-line-hs-5-in-2d-and-3d-culture-following-melphalan-exposure","S Kabrah;  Jennifer May; C Donaldson;  Ruth Morse","Nov 6, 2015","Although gene expression analysis using real-time quan- titative reverse transcription-polymerase chain reaction (RT-qPCR) is an accurate method to evaluate cell activi- ties and phenotypes, the reliability of the analysis depends on the selection of appropriate reference gene(s) that are highly expressed and stable in experiments (1). Cell be- haviour and gene expression depend on the culture en- vironment where three dimensional (3D) cultures have signi cant impact on cells compared to the traditional two dimensional (2D) (2). In this study, expression and stability of 12 common reference genes were evaluated in the immortalized stromal cell line HS-5 in 2D and 3D (Biomerix, Nano ber and Alvetex) cultures. In addition, gene stability was evaluated in cultures with and without exposure to 32.8 μM melphalan, for one hour. The stabil- ity of the candidate genes were determined by RT-qPCR with analysis by geNorm and NormFinder. The most high- ly expressed genes in normal culture were: 2D (EIF4A2, 35.3 ± 0.2), Biomerix (EIF4A2, 32.1 ± 0.9), Nano ber (ATP5B, 37.05±0.0), and Alvetex (ACTB, 36.641±0.5). However, melphalan-exposed culture was: 2D (CYC1, 38.4 ± 0.7), Biomerix (SDHA, 38.7 ± 0.4), Nano ber (UBC, 36.9 ± 0.0), and Alvetex (β2M, 36.2 ± 0.09). According to the stability value determined by Norm nder the high- est stability value without drug was 2D (EIF4A2, 0.01), Biomerix (CYC1/EIF4A2), Nano ber (YWHAI, 0.055), and Alvetex (YWHAI/18s, 0.206), for the melphalan- exposed culture was 2D (YWHAZ, 0.078), Biomerix (YWHAZ/β2M, 0.01), Nano ber (18s/UBS, 0.123), and Alvetex (18s/UBS/β2M, 0.213). In conclusion, culture technique and treatment have a signi cant impact on reference gene expression. Thus it is essential to analyse the housekeeping genes for each experimental condition to determine the most suitable reference gene to be used within the comparative analysis of toxicity responses.","Tech","University of the West of England"
"The stromal cell line HS-5 is an alternative mesenchymal stem cell source for the development of a 3D bone marrow model","https://uwe-repository.worktribe.com/output/803548/the-stromal-cell-line-hs-5-is-an-alternative-mesenchymal-stem-cell-source-for-the-development-of-a-3d-bone-marrow-model","S Kabrah;  Jennifer May; C Donaldson;  Ruth Morse","Nov 6, 2015","Developing a novel three-dimensional (3D) in vitro model of the bone marrow microenvironment using bone mar- row mesenchymal stem cells (BM-MSCs) in commercial matrices involves a series of distinct processes. This starts with selecting an appropriate cell source and growth envi- ronment. Primary cells isolated from healthy donors have low proliferation rate and lack homogeneity that can result in experimental variation. This study evaluated the immor- talized stromal cell line HS-5 as an alternative cell source and evaluated their behaviour in the 3D culture. This study compared cell morphology, plastic adherence and expres- sion of surface markers of HS-5 vs. primary cells. Also it evaluated culture medium to improve cell growth and preserve cell characteristics to as close as possible to the in vivo conditions. Inoculation techniques into the matrix (Biomerix, Nano ber and Alvetex) were evaluated, as well as cell retrieval from the 3D system for further investiga- tion. The results indicate that both HS-5 and primary cells meet the criteria for MSC demonstrating plastic adherence, correct cluster of differentiation marker (CD) expression and  broblastic morphology; however cells are rounded in 3D culture. BM-MSCs were not able to penetrate into the nano bre; however, HS-5 cells penetrated and grew in- side the nano bre but with different morphology to cells in other scaffolds. HS-5 grows best in high glucose DMEM medium supplemented with 11% heat inactivated FBS and 2mM L-glutamine. Under these conditions HS-5 adhere well to the scaffolds at room temperature and are easily retrieved using trypsin solution whereas primary cells need up to 120 and 90 minutes to adhere to Nano ber and Biomerix, respectively. HS-5 proliferation rate, size and CD expression decreased in the 3D compared to the 2D. It was noted that some cells escaped the scaffolds and formed a 2D monolayer. The data con rm HS-5 as a suitable alter- native cell source for 3D culture.","Tech","University of the West of England"
"Long-range concealed object detection through active covert illumination","https://uwe-repository.worktribe.com/output/803643/long-range-concealed-object-detection-through-active-covert-illumination","David R. Williamson; Ian J. Hales;  Mark Hansen; Laurence Broadbent;  Melvyn Smith","Jan 1, 2015","© 2015 SPIE. When capturing a scene for surveillance, the addition of rich 3D data can dramatically improve the accuracy of object detection or face recognition. Traditional 3D techniques, such as geometric stereo, only provide a coarse grained reconstruction of the scene and are ill-suited to fine analysis. Photometric stereo is a well established technique providing dense, high-resolution, reconstructions, using active artificial illumination of an object from multiple directions to gather surface information. It is typically used indoors, at short range (","Tech","University of the West of England"
