"Title","Href","Author","Date","Abstract","Keywords","University Name"
"Comparison of ring-liner oil film thickness resulting from different injector designs in a diesel marine engine using an ultrasound measurement method.","https://eprints.whiterose.ac.uk/175864/","Rooke, J.; Li, X.; Brunskill, H.","May 2021","The global drive to combat climate change is a primary driving force towards producing greener and cleaner marine diesel engines to meet emission legislations. The main cause of an engine’s parasitic frictional loss is the interaction between piston rings and the cylinder liner. Therefore, the piston ring lubricating oil film has been the focus of much prior research, chiefly focusing on small-scale automotive engines. This work employs the ultrasonic reflectometry technique to evaluate the oil film formation resulting from different lubricant injector arrangements on a large two-stroke marine diesel engine. A series of piezoelectric transducers close to the top dead center (TDC) have quantified the oil film thickness (OFT) across three engine loading levels and three injector configurations. The injector configurations compare a more traditional pulse-jet (PJ) injector to a needle lift-type (NLT) injector, which reduces the rate of lubricant atomization. The results gathered show that the OFT increases with decreased engine load for all injector systems. The needle lift injector has been shown to increase the minimum OFT for the first ring at the TDC, reducing the likelihood of boundary lubrication for this ring while also reducing the amount of lubricant present in the exhaust manifold.","Marine","University of Sheffield"
"Towards control of autonomous surface vehicles in rough seas.","https://eprints.whiterose.ac.uk/157784/","McCullough, D.R.; Jones, B.; Villarreal, O.J.G.; Findeisen, R.; Hirche, S.; Janschek, K.; Mönnigmann, M.","February 2020","This paper addresses the problem of controlling an Autonomous Surface Vehicle (ASV) in rough sea-states, with a view towards minimising wave-induced forces, whilst maintaining headway. This is a challenging control application since, and as is derived in the paper, the interaction between the vessel and the wave disturbance is nonlinear and coupled. This subsequently motivates the novel application of the Real Time Iteration Scheme (RTI) for Nonlinear Model Predictive Control (NMPC) of the ASV. Analysis of the resulting control signal provides an important insight into the role of the wave encounter frequency. Specifically, by actuating at twice the average wave encounter frequency, the nonlinear controller is able to reduce the wave forces, compared to an open-loop controller that achieves the same average velocity.","Marine","University of Sheffield"
"What’s hot and what’s not: making sense of biodiversity ‘hotspots’.","https://eprints.whiterose.ac.uk/168454/","Thompson, M.S.A.; Couce, E.; Webb, T.J.","October 2020","Conserving biogeographic regions with especially high biodiversity, known as biodiversity ‘hotspots’, is intuitive because finite resources can be focussed towards manageable units. Yet, biodiversity, environmental conditions and their relationship are more complex with multidimensional properties. Assessments which ignore this risk failing to detect change, identify its direction or gauge the scale of appropriate intervention. Conflicting concepts which assume assemblages as either sharply delineated communities or loosely collected species have also hampered progress in the way we assess and conserve biodiversity. We focus on the marine benthos where delineating manageable areas for conservation is an attractive prospect because it holds most marine species and constitutes the largest single ecosystem on earth by area. Using two large UK marine benthic faunal datasets, we present a spatially gridded data sampling design to account for survey effects which would otherwise be the principal drivers of diversity estimates. We then assess γ‐diversity (regional richness) with diversity partitioned between α (local richness) and β (dissimilarity), and their change in relation to covariates to test whether defining and conserving biodiversity hotspots is an effective conservation strategy in light of the prevailing forces structuring those assemblages. α‐, β‐ and γ‐diversity hotspots were largely inconsistent with each metric relating uniquely to the covariates, and loosely collected species generally prevailed with relatively few distinct assemblages. Hotspots could therefore be an unreliable means to direct conservation efforts if based on only a component part of diversity. When assessed alongside environmental gradients, α‐, β‐ and γ‐diversity provide a multidimensional but still intuitive perspective of biodiversity change that can direct conservation towards key drivers and the appropriate scale for intervention. Our study also highlights possible temporal declines in species richness over 30 years and thus the need for future integrated monitoring to reveal the causal drivers of biodiversity change.","Marine","University of Sheffield"
"Marine conservation : towards a multi-layered network approach.","https://eprints.whiterose.ac.uk/168222/","Jacob, U.; Beckerman, A.; Antonijevic, M.","September 2020","Valuing, managing and conserving marine biodiversity and a full range of ecosystem services is at the forefront of research and policy agendas. However, biodiversity is being lost at up to a thousand times the average background rate. Traditional disciplinary and siloed conservation approaches are not able to tackle this massive loss of biodiversity because they generally ignore or overlook the interactive and dynamic nature of ecosystems processes, limiting their predictability. To conserve marine biodiversity, we must assess the interactions and impacts among biodiversity and ecosystem services (BD-ES). The scaling up in complexity from single species to entire communities is necessary, albeit challenging, for a deeper understanding of how ecosystem services relate to biodiversity and the roles species have in ecosystem service provision. These interactions are challenging to map, let alone fully assess, but network and system-based approaches provide a powerful way to progress beyond those limitations. Here, we introduce a conceptual multi-layered network approach to understanding how ecosystem services supported by biodiversity drive the total service provision, how different stressors impact BD-ES and where conservation efforts should be placed to optimize the delivery of ecosystem services and protection of biodiversity.","Marine","University of Sheffield"
"Marine20—The marine radiocarbon age calibration curve (0–55,000 cal BP).","https://eprints.whiterose.ac.uk/188238/","Heaton, T.J.; Köhler, P.; Butzin, M.","August 2020","The concentration of radiocarbon (14C) differs between ocean and atmosphere. Radiocarbon determinations from samples which obtained their 14C in the marine environment therefore need a marine-specific calibration curve and cannot be calibrated directly against the atmospheric-based IntCal20 curve. This paper presents Marine20, an update to the internationally agreed marine radiocarbon age calibration curve that provides a non-polar global-average marine record of radiocarbon from 0–55 cal kBP and serves as a baseline for regional oceanic variation. Marine20 is intended for calibration of marine radiocarbon samples from non-polar regions; it is not suitable for calibration in polar regions where variability in sea ice extent, ocean upwelling and air-sea gas exchange may have caused larger changes to concentrations of marine radiocarbon. The Marine20 curve is based upon 500 simulations with an ocean/atmosphere/biosphere box-model of the global carbon cycle that has been forced by posterior realizations of our Northern Hemispheric atmospheric IntCal20 14C curve and reconstructed changes in CO2 obtained from ice core data. These forcings enable us to incorporate carbon cycle dynamics and temporal changes in the atmospheric 14C level. The box-model simulations of the global-average marine radiocarbon reservoir age are similar to those of a more complex three-dimensional ocean general circulation model. However, simplicity and speed of the box model allow us to use a Monte Carlo approach to rigorously propagate the uncertainty in both the historic concentration of atmospheric 14C and other key parameters of the carbon cycle through to our final Marine20 calibration curve. This robust propagation of uncertainty is fundamental to providing reliable precision for the radiocarbon age calibration of marine based samples. We make a first step towards deconvolving the contributions of different processes to the total uncertainty; discuss the main differences of Marine20 from the previous age calibration curve Marine13; and identify the limitations of our approach together with key areas for further work. The updated values for ΔR, the regional marine radiocarbon reservoir age corrections required to calibrate against Marine20, can be found at the data base http://calib.org/marine/.","Marine","University of Sheffield"
"A short note on marine reservoir age simulations used in IntCal20.","https://eprints.whiterose.ac.uk/188239/","Butzin, M.; Heaton, T.J.; Köhler, P.","February 2020","Beyond ~13.9 cal kBP, the IntCal20 radiocarbon (14C) calibration curve is based upon combining data across a range of different archives including corals and planktic foraminifera. In order to reliably incorporate such marine data into an atmospheric curve, we need to resolve these records into their constituent atmospheric signal and marine reservoir age. We present results of marine reservoir age simulations enabling this resolution, applying the LSG ocean general circulation model forced with various climatic background conditions and with atmospheric radiocarbon changes according to the Hulu Cave speleothem record. Simulating the spatiotemporal evolution of reservoir ages between 54,000 and 10,700 cal BP, we find reservoir ages between 500 and 1400 yr in the low- and mid-latitudes, but also more than 3000 yr in the polar seas. Our results are broadly in agreement with available marine radiocarbon reconstructions, with the caveat that continental margins, marginal seas, or tropical lagoons are not properly resolved in our coarse-resolution model.","Marine","University of Sheffield"
"Phylogeographic history of flat periwinkles, Littorina fabalis and L. obtusata.","https://eprints.whiterose.ac.uk/158470/","Sotelo, G.; Duvetorp, M.; Costa, D.","December 2019","Background
The flat periwinkles, Littorina fabalis and L. obtusata, are two sister species widely distributed throughout the Northern Atlantic shores with high potential to inform us about the process of ecological speciation in the intertidal. However, whether gene flow has occurred during their divergence is still a matter of debate. A comprehensive assessment of the genetic diversity of these species is also lacking and their main glacial refugia and dispersal barriers remain largely unknown. In order to fill these gaps, we sequenced two mitochondrial genes and two nuclear fragments to perform a phylogeographic analysis of flat periwinkles across their distribution range.","Marine","University of Sheffield"
"Proteorhodopsin overproduction enhances the long-term viability of Escherichia coli.","https://eprints.whiterose.ac.uk/154954/","Song, Y.; Cartron, M.L.; Jackson, P.J.","October 2019","Genes encoding the photoreactive protein proteorhodopsin (PR) have been found in a wide range of marine bacterial species, reflecting the significant contribution that PR makes to energy flux and carbon cycling in ocean ecosystems. PR can also confer advantages to enhance the ability of marine bacteria to survive periods of starvation. Here, we investigate the effect of heterologously produced PR on the viability of Escherichia coli. Quantitative mass spectrometry shows that E. coli, exogenously supplied with the retinal cofactor, assembles as many as 187,000 holo-PR molecules per cell, accounting for approximately 47% of the membrane area; even cells with no retinal synthesize ∼148,000 apo-PR molecules per cell. We show that populations of E. coli cells containing PR exhibit significantly extended viability over many weeks, and we use single-cell Raman spectroscopy (SCRS) to detect holo-PR in 9-month-old cells. SCRS shows that such cells, even incubated in the dark and therefore with inactive PR, maintain cellular levels of DNA and RNA and avoid deterioration of the cytoplasmic membrane, a likely basis for extended viability. The substantial proportion of the E. coli membrane required to accommodate high levels of PR likely fosters extensive intermolecular contacts, suggested to physically stabilize the cell membrane and impart a long-term benefit manifested as extended viability in the dark. We propose that marine bacteria could benefit similarly from a high PR content, with a stabilized cell membrane extending survival when those bacteria experience periods of severe nutrient or light limitation in the oceans.","Marine","University of Sheffield"
"Ship classification and detection based on CNN using GF-3 SAR images.","https://eprints.whiterose.ac.uk/140801/","Ma, M.; Chen, J.; Liu, W.","December 2018","Ocean surveillance via high-resolution Synthetic Aperture Radar (SAR) imageries has been a hot issue because SAR is able to work in all-day and all-weather conditions. The launch of Chinese Gaofen-3 (GF-3) satellite has provided a large number of SAR imageries, making it possible to marine targets monitoring. However, it is difficult for traditional methods to extract effective features to classify and detect different types of marine targets in SAR images. This paper proposes a convolutional neutral network (CNN) model for marine target classification at patch level and an overall scheme for marine target detection in large-scale SAR images. First, eight types of marine targets in GF-3 SAR images are labelled based on feature analysis, building the datasets for further experiments. As for the classification task at patch level, a novel CNN model with six convolutional layers, three pooling layers, and two fully connected layers has been designed. With respect to the detection part, a Single Shot Multi-box Detector with a multi-resolution input (MR-SSD) is developed, which can extract more features at different resolution versions. In order to detect different targets in large-scale SAR images, a whole workflow including sea-land segmentation, cropping with overlapping, detection with MR-SSD model, coordinates mapping, and predicted boxes consolidation is developed. Experiments based on the GF-3 dataset demonstrate the merits of the proposed methods for marine target classification and detection.","Marine","University of Sheffield"
"Ecosystem-based management of coral reefs under climate change.","https://eprints.whiterose.ac.uk/134278/","Harvey, B.J.; Nash, K.L.; Blanchard, J.L.","March 2018","Coral reefs provide food and livelihoods for hundreds of millions of people as well as
harbour some of the highest regions of biodiversity in the ocean. However, overexploitation,
land-use change and other local anthropogenic threats to coral reefs have
left many degraded. Additionally, coral reefs are faced with the dual emerging threats
of ocean warming and acidification due to rising CO2 emissions, with dire predictions
that they will not survive the century. This review evaluates the impacts of climate
change on coral reef organisms, communities and ecosystems, focusing on the interactions
between climate change factors and local anthropogenic stressors. It then
explores the shortcomings of existing management and the move towards ecosystembased
management and resilience thinking, before highlighting the need for climate
change-ready marine protected areas (MPAs), reduction in local anthropogenic
stressors, novel approaches such as human-assisted evolution and the importance of
sustainable socialecological systems. It concludes that designation of climate changeready
MPAs, integrated with other management strategies involving stakeholders
and participation at multiple scales such as marine spatial planning, will be required
to maximise coral reef resilience under climate change. However, efforts to reduce
carbon emissions are critical if the long-term efficacy of local management actions is
to be maintained and coral reefs are to survive. ","Marine","University of Sheffield"
"Glaciolacustrine deposits formed in an ice-dammed tributary valley in the south-central Pyrenees: new evidence for late Pleistocene climate.","https://eprints.whiterose.ac.uk/127833/","Sancho, C.; Rhodes, E.J.; Arenas, C.","January 2018","Combined geomorphic features, stratigraphic characteristics and sedimentologic interpretation, coupled with optically stimulated luminescence (OSL) dates, of a glacio-fluvio-lacustrine sequence (Linás de Broto, northern Spain) provide new information to understand the palaeoenvironmental significance of dynamics of glacier systems in the south-central Pyrenees during the Last Glacial Cycle (≈130 ka to 14 ka). The Linás de Broto depositional system consisted of a proglacial lake fed primarily by meltwater streams emanating from the small Sorrosal glacier and dammed by a lateral moraine of the Ara trunk glacier. The resulting glacio-fluvio-lacustrine sequence, around 55 m thick, is divided into five lithological units consisting of braided fluvial (gravel deposits), lake margin (gravel and sand deltaic deposits) and distal lake (silt and clay laminites) facies associations. Evolution of the depositional environment reflects three phases of progradation of a high-energy braided fluvial system separated by two phases of rapid expansion of the lake. Fluvial progradation occurred during short periods of ice melting. Lake expansion concurred with ice-dam growth of the trunk glacier. The first lake expansion occurred over a time range between 55 ± 9 ka and 49 ± 11 ka, and is consistent with the age of the Viu lateral moraine (49 ± 8 ka), which marks the maximum areal extent of the Ara glacier during the Last Glacial Cycle. These dates confirm that the maximum areal extent of the glacier occurred during Marine Isotope Stages 4 and 3 in the south-central Pyrenees, thus before the Last Glacial Maximum. The evolution of the Linás de Broto depositional system during this maximum glacier extent was modulated by climate oscillations in the northern Iberian Peninsula, probably related to latitudinal shifts of the atmospheric circulation in the southern North-Atlantic Ocean, and variations in summer insolation intensity.","Marine","University of Sheffield"
"Evidence for orbital and North Atlantic climate forcing in alpine Southern California between 125 and 10 ka from multi-proxy analyses of Baldwin Lake.","https://eprints.whiterose.ac.uk/117010/","Glover, K.C.; MacDonald, G.M.; Kirby, M.E.","April 2017","We employed a new, multi-proxy record from Baldwin Lake (∼125–10 ka) to examine drivers of terrestrial Southern California climate over long timescales. Correlated bulk organic and biogenic silica proxy data demonstrated high-amplitude changes from 125 to 71 ka, suggesting that summer insolation directly influenced lake productivity during MIS 5. From 60 to 57 ka, hydrologic state changes and events occurred in California and the U.S. Southwest, though the pattern of response varied geographically. Intermediate, less variable levels of winter and summer insolation followed during MIS 3 (57–29 ka), which likely maintained moist conditions in Southern California that were punctuated with smaller-order, millennial-scale events. These Dansgaard-Oeschger events brought enhanced surface temperatures (SSTs) to the eastern Pacific margin, and aridity to sensitive terrestrial sites in the Southwest and Southern California. Low temperatures and reduced evaporation are widespread during MIS 2, though there is increasing evidence for moisture extremes in Southern California from 29 to 20 ka. Our record shows that both orbital-scale radiative forcing and rapid North Atlantic temperature perturbations were likely influences on Southern California climate prior to the last glacial. However, these forcings produced a hydroclimatic response throughout California and the U.S. Southwest that was geographically complex. This work highlights that it is especially urgent to improve our understanding of the response to rapid climatic change in these regions. Enhanced temperature and aridity are projected for the rest of the 21st century, which will place stress on water resources.","Marine","University of Sheffield"
