"Title","Href","Author","Date","Abstract","Keywords","University Name"
"Building simplexity: the 'more or less' of post-digital architecture practice","https://researchrepository.rmit.edu.au/esploro/outputs/doctoral/Building-simplexity-the-more-or-less/9921864092901341?institution=61RMIT_INST","Kristof Crolla","2018","A strong dichotomy exists between the increased architectural design agency offered by digital tools today and the affordances given by many construction contexts, especially building environments in developing countries with limited available means.<br /><br />This creative practice research project questions whether computational design tools can be used differently in contemporary architecture practice so that onsite affordances can be increased in parallel with the expanding virtual design solution space. It postulates that by incorporating incertitude as a productive and constructive component in alternative computation-driven design and materialisation methods (rather than as negatives), the locally available solution space for built architecture can be dramatically expanded and onsite ability and agency increased.<br /><br />The study develops a methodology that aims at procedurally managing serious slippage from aleatory occurrences during materialisation and transforming it into a practical opportunity for non-standard project realisation. In doing so the case is made for the use of more democratic epistemic models and more intelligent structures of approximation than (common) deterministic approaches in digital design would allow for.<br /><br />The field of study is &lsquo;Post-Digital Architectural Design Practice,&rsquo; which is characterised by virtually unlimited computational ability, precision and unprecedented access to specialised and complex processes, wherein the challenge lies in the translation of its expanded agency into professional application. The employed methodologies are &lsquo;Participatory Action Research&rsquo; and &lsquo;Reflective Practice,&rsquo; applied on an existing and developing body of creative works of increasing scale and complexity, built in volatile construction contexts. Their study identifies and challenges preconceived notions behind their creation and frames these in dialectic space for further development until higher-order knowledge is extracted in contribution to the overall field of study.<br /><br />The demonstrator employs protean design diagrams capable of absorbing serendipity throughout the project crystallisation process. Named &lsquo;vibrant objectiles,&rsquo; these diagrams consist of holistic, computation-driven, associative design models that are procedural in nature and cover both project design and delivery. They are built from a select number of interdependent components that are optimised for local implementation. These are placed in and communicate across a hierarchy of scale and impact, enabling the emergence of larger-scale complexity. They relate to aspects of project materiality, material system and/or materialisation, and can incorporate site-specific idiosyncrasies. They have potentially high levels of volatility or uncertainty, termed &lsquo;vibrancy&rsquo;. This vibrancy is managed throughout the project development, rather than locked down. From early on, the extensibility of potential deviations is harnessed within the developing objectile that incorporates continuous feedback from rigorous prototyping. Until project completion, uncertainty is given room to feed back into the system, giving rigour and animus to the whole. Hence, rather than seeing the act of design materialisation as the literal translation of digitally designed objects, the proposed method embraces fluctuations as the design develops into its final singular site-specific solution.<br /><br />Evaluation of the potential and efficacy of the proposed method challenges the role practising architects are often given and the extent of their authority within professional legal frameworks. For the proposed method to successfully bridge the dissociation between theory and practice, the architects&rsquo; mode of operation needs to change, and the extent of their actions to dramatically expand. However, once these changes are made possible, the discussed projects demonstrate that the increase of local onsite affordance can be substantial.<br />","Tech","Royal Melbourne Institute of Technology"
"Researching Online Dispute Resolution to Expand Access to Justice","https://researchrepository.rmit.edu.au/esploro/outputs/journalArticle/Researching-Online-Dispute-Resolution-to-Expand/9922111437301341?institution=61RMIT_INST","Amy Schmitz (External Author)","2022","There is a global access to justice crisis. Individuals do not have uniform access to lawyers, courts and remedies – with the most vulnerable individuals generally having the least and worst access. With this in mind, scholars and policymakers have argued for “online dispute resolution” (ODR) to expand access to justice (A2J). Although there is no generally accepted definition of ODR, it includes use of the Internet to prevent and/or resolve disputes. This means that ODR includes online problem diagnosis and self-help tools, as well as technologies to promote online negotiation, mediation, arbitration, community courts, and variations thereof. Nonetheless, ODR comes with perils and it is necessary to revamp research regarding ODR to promote A2J. This article will discuss ideas regarding ODR regulation and research – again with a goal toward expanding A2J.

","Tech","Royal Melbourne Institute of Technology"
"Parallel analysis of urban aerodynamic phenomena using high and low-tech tools","https://researchrepository.rmit.edu.au/esploro/outputs/conferenceProceeding/Parallel-analysis-of-urban-aerodynamic-phenomena/9921858801301341?institution=61RMIT_INST","Rafael Andres Moya Castro (RMIT Student Author)","2012","The study of wind conditions in cities is a significant factor in urban design in order to deal with issues related with pollution, wind pressures on buildings, and comfort on public spaces. This paper presents some results of a four-day workshop where some of the different techniques for simulating and visualising aerodynamic phenomena were explored. These technologies, classified as high-tech and low-tech tools, were used to investigate urban aerodynamic phenomena through parallel experiments, analysis, and eye observations. The experiments demonstrated that getting live feedbacks while interacting with the simulated aerodynamic phenomena is essential to improve the observers' general comprehension of the phenomena. Our proposed method for studying aerodynamic phenomena, which integrates both low-tech and high-tech tools, facilitates designers to explore multiple options and configurations in the early stage of a design process.","Tech","Royal Melbourne Institute of Technology"
"Children as agents of secondary socialisation for their parents","https://researchrepository.rmit.edu.au/esploro/outputs/journalArticle/Children-as-agents-of-secondary-socialisation/9921858607901341?institution=61RMIT_INST","Anthony Lobo (External Author)","2011","Purpose - The purpose of this paper is to contribute to the body of knowledge associated with consumer socialisation. The authors investigate how children function as socialisation agents for their parents in influencing their purchase intentions of computer and high-tech products - essentially the idea of the young educating the old. Design/methodology/approach - A review of the extant literature relating to consumer socialisation, social power and knowledge about computer related and small high-tech products yielded meaningful hypotheses. A structured survey which was required to be completed by dyads (i.e. children and parents) was mailed to Australian families in the state of Victoria. Data obtained from 180 usable responses from the dyads were analysed to test the hypotheses. Findings - Children are seen to possess expert power over their parents with regards to computer related and small high-tech products; which make them an important agent of secondary socialisation for their parents. Men are perceived as being more knowledgeable than women, a phenomenon which leads mothers to be more inclined to seek their children's (son's in particular) advice.","Tech","Royal Melbourne Institute of Technology"
"Return on investment calculator for RFID ecosystem of high tech company","https://researchrepository.rmit.edu.au/esploro/outputs/journalArticle/Return-on-investment-calculator-for-RFID/9921858256401341?institution=61RMIT_INST","Robert de Souza (External Author); Balan Sundarakani (External Author); Wong Wai (External Author); Wu Yong (External Author)","2011","The use of RFID technology affords an opportunity for greater visibility in the supply chain and further supply chain automation, making the processes more streamlined, providing accurate and timely automatic data capture, thereby improving shipment reliability. This paper provides a case study of an RFID-enabled supply chain ecosystem focusing on a large high tech multi-national corporation based in Singapore. Specifically, the paper provides an implementation framework for the Return on Investment (ROI) calculator which trades off labor cost and productivity gains. The Supply Chain Operations Reference (SCOR) methodology is used to assess the operational level benefits of RFID implementation. We show how scalability is critical for RFID adoption.","Tech","Royal Melbourne Institute of Technology"
"An examination of contemporary artist sound recordings as new genre of low tech music","https://researchrepository.rmit.edu.au/esploro/outputs/journalArticle/An-examination-of-contemporary-artist-sound/9921862942801341?institution=61RMIT_INST","None","2007","The purpose of this presentation is to review the plethora of artist recordings that are a common phenomenon of a contemporary art practice. It aims to examine how these recordings have made a different type of music brut or informale with its own theoretical sophistication. It is now common to find the self-publishing of contemporary visual artists to extend into Cd production and for galleries to stock Cds as art products in racks next to artist books and zines or to host sound performances. As technology has become easier and since post-modernity has blurred all artistic zones of activity the low tech of the laptop has made possible music that has as its site and context for representation the contemporary art scene. This has resulted in a genre of recordings unlike any other in popular or traditional modes of experimental music. As well as discussing this phenomenon I would envisage a recording session/performance to take place in order to investigate the construction of a contemporary art music composition in situ.","Tech","Royal Melbourne Institute of Technology"
"The task environment, resource commitment and reverse logistics performance: evidence from the Taiwanese high-tech sector","https://researchrepository.rmit.edu.au/esploro/outputs/journalArticle/The-task-environment-resource-commitment-and/9921861914201341?institution=61RMIT_INST","Yi Huang (External Author); Yen-Chun Wu (External Author)","2012","The purpose of the study was to construct a model in order to understand the empirical effects of the task environment on reverse logistics resource commitment and the resulting performance. The Taiwanese computer, communication, and consumer electronics (3C) manufacturing and retail industries were investigated by questionnaire administration. Structural equation modelling was employed to model relationships among the latent constructs of the task environment, resource commitment, and environmental and economic performances. From 349 valid responses, it was found that the task environment has a positive and significant influence on resource commitment. In turn, resource commitment positively and significantly influences the economic and environmental performances of reverse logistics separately. Additionally, environmental performance significantly and positively influences economic performance, thus showing that it pays to be green. Under a climate of increasingly strict international regulations, governmental legislation and the increase in consumer environmentalism, firms are advised to appropriately reappraise their RL resource commitments.","Tech","Royal Melbourne Institute of Technology"
"Knowledge retention through low-tech knowledge sharing channels in loosely-coupled networks: A human-based approach","https://researchrepository.rmit.edu.au/esploro/outputs/conferenceProceeding/Knowledge-retention-through-low-tech-knowledge-sharing/9921858740701341?institution=61RMIT_INST","Rosemary Van Der Meer (External Author)","2015","This study examines a human-based approach for knowledge retention that is evolving through various knowledge sharing channels in a low-technology environment with a strong emphasis on social networks in a loosely-coupled inter-organisational government-industry collaboration focused on regional sustainability. Using social network analysis combined with interview and observational analysis, our results show that a combination of close-knit community ties and group interaction promote the development of strong personal networks that provide continued access to group memory to retain the group's knowledge.","Tech","Royal Melbourne Institute of Technology"
"Consolidated cold chain design for fresh fruit supply chains in developing countries: A simulation study","https://researchrepository.rmit.edu.au/esploro/outputs/doctoral/Consolidated-cold-chain-design-for-fresh/9921864102701341?institution=61RMIT_INST","Sarunyoo Kanchanasuwan","2017","Fresh fruit has become a major consumption item for city dwellers and the demand has continuously increased in recent years. A significant proportion of fresh fruit globally is grown by developing countries in tropical regions, especially in Asia, and exported to other countries. This has become an important source of economic income for many developing countries, such as Thailand. Nevertheless, the fresh fruit industry in developing countries is experiencing critical issues, including short shelf life, high wastage, poor quality, and food safety, due to operations in high-temperature environment. Studies reveal that many developed countries have successfully solved these problems by using a cold supply chain with tight temperature control throughout the entire supply chain process. Cold supply chain adoption usually requires heavy investment in infrastructure and technology, as well as technical knowledge training for operational staff to ensure temperature compliance along the supply chain. In developing countries where capital resources are limited, this so-called high-tech high-cost approach has proven to be an obstacle to widespread cold supply chain adoption. As such, the design adopted by developed countries to implement a fresh fruit cold supply chain might not be directly applicable to developing countries, due to the lack of cold chain infrastructure and equipment and the low level of technical know-how. To address this issue, this study presents a proposal for adopting a low-tech low-cost approach by focusing more on available resources, such as cheap labour, and flexibility in work practices such as work shifts, than on infrastructure and technology in designing cold chain systems for developing countries. It is considered that this option would be more viable for developing countries with limited capital resources and know-how, and would thus enable widespread cold supply chain adoption. It could also play a vital role in the transition of cold supply chain implementation from a nascent stage to a mature development, whereby the high-tech high-cost approach of the developed countries would more readily be adopted. This study incorporates insights from multiple theoretical perspectives, including the theory of constraint (TOC) and network theory (NT), to underpin the low-tech low-cost approach proposed. Two alternative low-tech cold supply chain designs are investigated and developed based upon a comprehensive literature review of the state of the art in the field. Owing to the fact that fresh fruit cold chain adoption is still relatively rare in developing countries, this study explores different approaches to low-tech cold supply chain design for fresh fruits using simulation as a tool. A traditional fresh mango supply chain in Thailand, which involves five farms, three processors, one transporter and one middleman company, was used as a case study to facilitate the exploration. Discrete-event simulation was employed to evaluate the changes in performance of the typical mango supply chain before and after the adoption of the cold supply chain design. Key performance indicators, such as lead time, total operating cost, shelf life, wastage, and throughput, of the current supply chain and the different cold chain designs were compared. The findings reveal that cold supply chain design using the low-tech low-cost approach performs better in all aspects than the other design relying solely on infrastructure investment. Scenario tests also show that such a design is more robust than the other infrastructure-oriented design when facing fluctuations in demand and increases in labour cost in the long run. By proposing an innovative approach to cold chain design for developing countries and exploring its feasibility using computer simiultaion, this study makes a significant contribution to practice by showing the potential benefits of a low-tech low-cost approach to cold chain adoption in developing countries, thereby expeditng its implementation. It also contributes to knowledge by creating a new scope for research in cold chain design leveraging labour resource, change in work practices, and collaboration instead of merely infrastructure and technology.","Tech","Royal Melbourne Institute of Technology"
"Journalism Policy across the Commonwealth: Partial Answers to Public Problems","https://researchrepository.rmit.edu.au/esploro/outputs/journalArticle/Journalism-Policy-across-the-Commonwealth-Partial/9921982379801341?institution=61RMIT_INST","None","2021","Governments and policymakers are considering intervening in the relationship between major tech companies and the news media industry and holding various inquiries and reviews to canvass reform options. This article provides a comparative study of Australia, Canada and the United Kingdom, some of the earliest countries in the world to engage in these policy processes. The study reveals that these media systems have devised similar regulatory tools and their approach aligns with a more disaggregated set of reforms occurring across Europe. While these reform agendas often draw on valuable concepts from media policy, they also awkwardly translate frameworks and introduce already questionable regulatory approaches to the platform environment. The most notable is the ongoing focus on stakeholders instead of the wider public interest. I end the paper by arguing the long-term sustainability of journalism need to be decoupled from attempts to limit platform power. I outline a more targeted regulatory response focussed on antitrust and privacy and note that journalism will receive downstream benefits from these efforts. The approach challenges the core issues associated with platform dominance and stands in contrast to current reform proposals, which threaten to hamper much needed institutional transformation across the journalism sector.","Tech","Royal Melbourne Institute of Technology"
