"Title","Href","Author","Date","Abstract","Keywords","University Name"
"Social Economic Aspects","https://openresearch.surrey.ac.uk/esploro/outputs/bookChapter/Social-Economic-Aspects/99512623102346?institution=44SUR_INST","P. Ten Brink; Kayleigh Wyles; S. Pahl; S. Hong; J. Seager; V. Hidalgo-Ruz","2015","This report provides an update and further assessment of the sources, fate and effects of microplastics in the marine environment, carried out by Working Group 40 (WG40) of GESAMP (The Joint Group of Experts on Scientific Aspects of Marine Protection). It follows publication of the first assessment report in this series in April 2015 (GESAMP 2015). The issue of marine plastic litter was raised during the inaugural meeting of the United Nations Environment Assembly (UNEA) in June 2014. Delegates from 160 countries adopted Resolution 1/6 on ‘Marine plastic debris and microplastics’ (Annex I). The resolution welcomed the work being undertaken by GESAMP on microplastics and requested the Executive Director of UNEP to carry out a study on marine plastics and microplastics. This was to be based on a combination of existing and new studies, including WG40. This provided the motivation for GESAMP to revise the original terms of reference to reflect both the request from UNEP to contribute to the UNEA study, and the key recommendations from the WG40 2015 report.","Marine","University of Surrey"
"Object narratives as a methodology for mitigating marine plastic pollution: a new multidisciplinary approach, and a case study from Galápagos","https://openresearch.surrey.ac.uk/esploro/outputs/journalArticle/Object-narratives-as-a-methodology-for/99511518302346?institution=44SUR_INST","John Schofield; Kayleigh J. Wyles; Sean Doherty; Andy Donnelly; Jen Jones; Adam Porter","20/02/2020","Marine plastic pollution is a global environmental concern. With reference to approaches in contemporary archaeology, object biographies and psychology, this article presents the application of a novel participatory (‘World Café’) methodology that aims both to understand how marine plastic pollution occurs and to demonstrate the value of the approach for encouraging behaviour change. As proof of concept, the authors present the preliminary results of fieldwork involving local people in the Galápagos archipelago to demonstrate the benefits of an archaeological approach in developing new frameworks to help mitigate this critical environmental threat.","Marine","University of Surrey"
"Proceedings of ENTER2018 PhD Workshop, Jönköping, Sweden | 23 January 2018","https://openresearch.surrey.ac.uk/esploro/outputs/book/Proceedings-of-ENTER2018-PhD-Workshop-J%C3%B6nk%C3%B6ping/99511872502346?institution=44SUR_INST","None","23/01/2018","Organised by the International Federation for Information Technology and Travel & Tourism (IFITT), the ENTER2018 PhD Workshop is a pre-conference event to provide a forum for doctoral students undertaking research related to Information and Communication Technology in Travel and Tourism to interactively discuss their research with peers, colleagues, and leading scholars in the field. This volume consists of 19 research proposals, including two recipients of the 2018 IFITT ICT4D Scholarship, awarded to young talents who work on the applications of ICT for development through tourism.","Marine","University of Surrey"
"Global ecological, social and economic impacts of marine plastic","https://openresearch.surrey.ac.uk/esploro/outputs/journalArticle/Global-ecological-social-and-economic-impacts/99511153402346?institution=44SUR_INST","Nicola J. Beaumont; Margrethe Aanesen; Melanie C. Austen; Tobias Börger; James R. Clark; Matthew Cole; Tara Hooper; Penelope K. Lindeque; Christine Pascoe; Kayleigh Wyles","11/03/2019","This research takes a holistic approach to considering the consequences of marine plastic pollution. A semisystematic literature review of 1191 data points provides the basis to determine the global ecological, social and economic impacts. An ecosystem impact analysis demonstrates that there is global evidence of impact with medium to high frequency on all subjects, with a medium to high degree of irreversibility. A novel translation of these ecological impacts into ecosystem service impacts provides evidence that all ecosystem services are impacted to some extent by the presence of marine plastic, with a reduction in provision predicted for all except one. This reduction in ecosystem service provision is evidenced to have implications for human health and wellbeing, linked particularly to fisheries, heritage and charismatic species, and recreation.","Marine","University of Surrey"
"Impact of the Key Frames Quality on the Overall Wyner-Ziv Video Coding Performance","https://openresearch.surrey.ac.uk/esploro/outputs/conferencePresentation/Impact-of-the-Key-Frames-Quality/99512079402346?institution=44SUR_INST","JD Areia; F Pereira; WAC Fernando","01/01/2008","None","Marine","University of Surrey"
"The Human Dimension of Marine Litter: The Impacts on Us","https://openresearch.surrey.ac.uk/esploro/outputs/journalArticle/The-Human-Dimension-of-Marine-Litter/99512350502346?institution=44SUR_INST","Kayleigh Wyles","01/03/2017","Marine litter, manufactured solid waste material that enters the marine environment, is a growing environmental concern (Galgani et al., 2010). Found throughout the oceans, from the poles to the equator and from the shoreline to the deep sea, impacts of this debris on the environment and wildlife is well recorded. For example, rubbish items can have lethal and sub-­‐‑lethal effects on marine dwelling organisms, through processes such as ingestion, entanglement, and chemical contamination from eating those materials (Gall and Thompson, 2015). Whilst the research examining the distribution, abundance, and impacts of litter on the environment and its inhabitants is ever growing, it is important to recognise the human dimension of this problem. Humans are unquestionably the source of the problem; optimistically, we are also the solution, but an often overlooked aspect is that we too are also impacted by marine litter. Here, this short article will briefly overview the impact litter has on individuals, the psychological value of doing something about it, and why this is important when trying to address this global and growing issue.","Marine","University of Surrey"
"A System for Personalized Human Computer Interaction","https://openresearch.surrey.ac.uk/esploro/outputs/conferencePresentation/A-System-for-Personalized-Human-Computer/99514691702346?institution=44SUR_INST","D Rodriguez; L Goldmann; S Ongkittikul; M Karaman; S Worrall; T Sikora; A Kondoz","01/01/2008","None","Marine","University of Surrey"
"Ecosystem services: A bridge or barrier for UK marine stakeholders?","https://openresearch.surrey.ac.uk/esploro/outputs/journalArticle/Ecosystem-services-A-bridge-or-barrier/99511667802346?institution=44SUR_INST","Emma McKinley; Jordi F. Pagès; Kayleigh J. Wyles; Nicola Beaumont","06/2019","Ecosystem services conceptualises the multiple interactions between ecosystems and the people and communities benefitting from their direct or indirect use, aiming to provide stakeholders and scientists with a common language. While some users appear to have adopted this language and terminology, there are concerns that the complexities associated with the concept make it inaccessible and, rather than providing stakeholders with a tool to explain complex relationships, the language and terminology itself may disengage. Through surveying UKbased coastal and marine stakeholders (n=158), this study examines stakeholders’ perceptions of the concept of ecosystem services and its role and usefulness within the marine and coastal science-policy-practice interface. Overall, stakeholders provided favourable opinions, with findings similar across respondents with the exception of industry; which used it less, was less confident with it and believed it to be less important. The results provide an evidenced argument for the benefits of the ecosystem services approach, including communication, supporting management and linking environment to humans. The analysis also details the required advancements to ensure effective future use, including improved terminology, pluralistic valuation and shared learning. Finally, the paper highlights challenges and benefits relating to the term, creating links to ongoing discussions about effective scientific communication for marine and coastal management.","Marine","University of Surrey"
"Hunting for aquatic bladder carcinogens","https://openresearch.surrey.ac.uk/esploro/outputs/doctoral/Hunting-for-aquatic-bladder-carcinogens/99595021402346?institution=44SUR_INST","MARINE  DIANA","30/09/2021","Epidemiological studies have consistently found an association between the consumption of chlorinated water and an increased risk of developing bladder cancer. This risk has been attributed to disinfection byproducts (DBPs) – undesirable products formed during the disinfection of drinking water – but the individual compounds responsible remain unknown. This project aims at assessing which individual or groups of DBPs may be implicated in the bladder cancer association. By comparing the structures of bladder carcinogens and probable DBPs in a review of the literature (published in Water Research), halocyclopentenoic acids, halofuranones and haloquinones were selected as potentially critical DBP candidates. Eleven phenolic compounds previously used as surrogates for natural organic matter in drinking water were chlorinated under 91 different conditions (different precursors, pH, chlorine and bromide doses). UV spectroscopy was used as a screening method to identify which conditions lead to the formation of stable UV-absorbing DBPs. Ten chlorinated samples were prioritised, in which 3 chlorophenols and bromoform were tentatively identified by GC-MS. Using HPLC-HRMS, the chemical formulas of 55 DBPs were elucidated and possible products were proposed for 44 of them. 31 of these were never reported before as DBPs. A novel pathway was proposed for the formation of 15 out of a total of 35 furan-like products tentatively identified using HPLC-HRMS. It consists of the opening of the oxidised phenolic ring followed by the formation of a 5-membered ring by intramolecular nucleophilic addition. These results indicate 
6 
that the formation of furan-like DBPs may be far more widespread in drinking water than previously appreciated. Among the mechanistically plausible DBPs tentatively identified, 11 were predicted to be bladder carcinogens using a quantitative structure-toxicity relationship theoretical model. Prioritising critical DBPs will enable future research to assess their occurrence, confirm their toxicity and control their concentration in drinking water, ultimately reducing the bladder cancer risk.","Marine","University of Surrey"
"Marine fouling processes upon stainless steel and elastomeric surfaces.","https://openresearch.surrey.ac.uk/esploro/outputs/doctoral/Marine-fouling-processes-upon-stainless-steel/99515797602346?institution=44SUR_INST","Steven John. Barrett","1989","Marine fouling development upon stainless steel and elastomeric surfaces was studied by light and electron microscopy and the observed contributions of the various organisms involved is discussed. As an extension of the above, the bacteriology of a mature fouling film from stainless steel was examined. Characterized isolates were classified by numerical taxonomy. Species of Vibrio dominated the isolatable aerobic heterotrophic bacterial community. A number of previously undescribed species were discovered, highlighting inadequacies of current identification schemes. Isolate characteristics are discussed in relation to conditions during fouling development. Immuno- location of species within TEM sections of fouling was attempted without success. Macromolecular dissolved organic materials were isolated from seawater by ultrafiltration, and characterization showed these materials to be humic substances, predominantly fulvic acid. Concentrated solutions of these materials were used to organically pretreat stainless steel surfaces prior to marine immersion, and the fouling of these and clean surfaces was compared. It was discovered that preadsorbed material can influence both the in vivo attachment and growth of microorganisms and subsequent fouling succession. Natural molecular fouling was also studied in relation to bacterial attachment. In vitro assessment of the attachment of a marine Vibrio Sp. to pretreated and clean stainless steel after prior growth in the presence of different concentrations of different macromolecular species revealed a relationship between growth regime and adhesive tendancy. The effect of humic materials on the growth of selected bacteria was investigated in vitro. Some isolates grew with these materials acting as sole sources of carbon, nitrogen and energy. Bacterial growth on acetate was stimulated by humic materials at specific concentrations, although inhibitory effects were apparent if concentrations of the latter were increased further. The growth physiology of marine bacteria in the. presence of humic substances and the possible role of humic substances in fouling community development is discussed.","Marine","University of Surrey"
"The Ecology of the Rotifera of a Large Marine Lagoon.","https://openresearch.surrey.ac.uk/esploro/outputs/doctoral/The-Ecology-of-the-Rotifera-of/99511148202346?institution=44SUR_INST","Anthony. Saunders-Davies","1999","The rotifer populations of the algae of a large marine lagoon (the Fleet, which lies behind Chesil Beach, Dorset, England) were assessed from 1993 to 1998. Physical and chemical parameters were measured at different sites, including water and air temperatures, pH, and the ions NH4+, NO3-, PO43- and SiO44-. Significant differences were found between species, species richness and total abundances with both spatial and temporal variations. Granularity of some sites was measured. A new method of assessing water disturbance is described, using the loss of dye across a low-permeability membrane. An inverse correlation was found between on one hand species richness and total abundances, and on the other salinity. Some possible reasons for the distribution found include salinity, temperature, and the relationships between the morphology of the algae present and the rotifers’ behaviour and preferred habitat, with particular respect to the foot of Testudinella clypeata. Significantly larger populations of Proales reinhardti were found in the littoral pools containing mainly phaeophyte algae, than in those containing mainly chlorophyte algae. Laboratory experiments showed that sustained high temperatures are the probable cause of the populations of P. reinhardti in the littoral pools falling in late Spring. The identification and taxonomy of the species found are discussed. A new species - Proales fleetensis nov. sp. is described. This thesis also presents some approaches to overcoming the difficulties of quantitative sampling of littoral rotifers.","Marine","University of Surrey"
"Marine dissolved organic matter: Isolation, adsorption and role in primary fouling.","https://openresearch.surrey.ac.uk/esploro/outputs/doctoral/Marine-dissolved-organic-matter-Isolation-adsorption/99512379102346?institution=44SUR_INST","Raymond. Edwards","1982","Humic materials, which have been implicated in a number of adsorption processes in the marine environment, were isolated from seawater using three extraction procedures (adsorption onto XAD-2 resin, ultrafiltration and chloroform-emulsion extraction). XAD extraction appeared to be best suited to the isolation of fulvic acids whilst high molecular weight components were best extracted using ultrafiltration. The chloroform-emulsion technique may be used to extract the surface-active humic materials. These extracts were shown to be capable of adsorbing to hydrophilic and hydrophobic substrates and more detailed adsorption characteristics (adsorption isotherms; effect of pH, ionic strength, temperature and surface area on adsorption) were determined using silver iodide powder as the adsorbent. These adsorption studies reflected the polydisperse and polyelectrolyte nature of the extracts. The use of silver iodide allowed the infrared examination of adsorbed materials from these experiments and a comparison with an adsorbed film formed from unfractionated seawater was made. Contact angle data showed that hydrophilic and hydrophobic substrates remained or became hydrophilic after adsorption of some of the extracts on their surfaces. These adsorbed layers were shown to inhibit the attachment of a marine pseudomonad (NCMB 2021), as shown for a clean hydrophilic substrate and this was in marked contrast to high numbers of attached organisms on a clean hydrophobic substrate. It is suggested that the major components of adsorbed ""conditioning"" films formed in vivo are humic acids with fulvic acids and lipids being minor components. It is further suggested that adsorbed materials may not play an active role in bacterial attachment, it may simply be that macromolecule adsorption precedes it in nature.","Marine","University of Surrey"
"Investigation Into Indicators of Sewage Contamination Discharged Into The Marine Environment.","https://openresearch.surrey.ac.uk/esploro/outputs/doctoral/Investigation-Into-Indicators-of-Sewage-Contamination/99513034702346?institution=44SUR_INST","Jonathan. Isnardi-Bruno","2002","Rising coastal populations in Europe and the rest of the World together with the continuing growth in recreational water activities increase the level of hazard within some of these communities, and therefore potential risk to bathers. High levels of concern have lead to attempts to address more successfully the actual risks posed by the discharge of pathogens into the marine environment. The potential of certain bacteria and bacteriophage groups to act as indicators of enterovirus within sewage treatment plant and following discharge into the marine environment was assessed over 28 months. Comparative analyses were carried out against enterovirus on a real-time basis with six indicator species sampled at two long sea outfalls on the South coast. Five hundred seawater and 70 wastewater samples were taken on 35 separate sampling trips, and the movement of wastewater discharge plumes mapped using drogues under widely varying environmental conditions. Results identified no significant relationships between bacteria, bacteriophage populations, or enterovirus after discharge to the environment and question the ability of any single organism to act as a universal indicator of enterovirus. Unexpectedly low numbers of virus were detected at sea, based on known ratios in wastewater. Works effluent sampling did highlight some relationships between the six indicating organisms and enterovirus, but all phage indicator groups displayed significant shortcomings, invalidating them as indicators. The adoption of phage standards, therefore, is unlikely to provide any significant benefit to risk management or public health protection. Utilising the environmental data, an alternative approach to risk assessment was developed which utilises real time environmental information to predict the future condition of bathing waters allowing significant improvements in predictive accuracy on a stand-alone basis to be made on impending pollution incidents. Preliminary testing of the model shows that predicted indicator numbers closely match the results of this study.","Marine","University of Surrey"
"Regulation and Function of Glutathione Peroxidase and Related Antioxidant Enzymes in Marine Invertebrates.","https://openresearch.surrey.ac.uk/esploro/outputs/doctoral/Regulation-and-Function-of-Glutathione-Peroxidase/99513294302346?institution=44SUR_INST","Simon Charles. Gamble","1995","Selenium-dependent glutathione peroxidase (SeGPX) forms part of the antioxidant defences, a group of scavenger molecules and enzymes responsible for defending eukaryotic cells against pro-oxidative damage. It catalyses the reduction of hydrogen and lipid peroxides, rendering them nontoxic. Enzyme activity and putative mRNA for SeGPX had been previously detected in the digestive tissues of the mussel Mytilus edulis (Winston et al 1990, Livingstone et al 1992, Goldfarb et al 1989). This study was undertaken to investigate the regulation and function of SeGPX, in M. edulis and also in the scallop Pecten maxim us , the starfish Asterias rubens and the shore crab Carcinus maenas. Sources of pro-oxidant stress include changing oxygen tension and dietary chemicals. The four species were chosen as representing three major invertebrate phyla and different nutritional and respiratory strategies M. edulis (euryoxic, herbivore, Mollusca), P. maximus (stenoxic, herbivore, Mollusca), C. maenas (euryoxic, omnivore, Arthropoda), and A. rubens (stenoxic, carnivore, Echinodermata). Determination of the tissue distribution of SeGPX, total GPX, catalase, superoxide dismutase, glutathione reductase and DT-diaphorase activities was carried out in the four marine invertebrates, with comparison to endogenous potential for reactive oxygen species (ROS) production in the tissues studied. SeGPX enzyme levels were also compared to the putative SeGPX mRNA signal, determined by slot blotting and probing with the human SeGPX gene. Overall, there was a trend for greatest enzyme activity and ROS production potential in the digestive tissues, followed by the respiratory tissues. Comparison to endogenous ROS production potentials indicated that factors such as diet, respiratory strategy and motility were influential in determining the levels of antioxidant enzymes present in each species. Further optimisation of nucleic acid detection resulted in the demonstration of a single copy SeGPX gene in M. edulis genomic DNA and a single SeGPX mRNA species of approximately 1. 2 Kilobases in length in the digestive gland, in agreement with other known SeGPX mRNAs. Western blotting using an antihuman SeGPX polyclonal antibody, detected a 23KDa protein in M. edulis digestive gland. These methods and activity assays for SeGPX and total GPX were then used to investigate the seasonal regulation of SeGPX in M. edulis , the results indicating regulation of SeGPX at the mRNA level, possibly in relation to temperature, reproductive cycle and diet. Total GPX activity mirrored neither SeGPX protein nor SeGPX mRNA levels, indicating the involvement of other enzymes, such as glutathione S-transferases in catalysing GPX activity with organic peroxides. Dietary effects on SeGPX and antioxidant enzymes were investigated by starving M. edulis, A. rubens and C. maenas, for prolonged periods of up to 10 weeks. Differences in induction and repression of antioxidant enzymes were indicated in the three species, SOD activity decreasing possibly due to reduced cellular O2- levels, in all species except A. rubens. Catalase and SeGPX activity in M. edulis and C. maenas showed clear signs of induction after 5 weeks starvation, possibly to counteract increased protein oxidation and lipid peroxidation. Finally, water-borne heavy metal ions, Cu2+ Hg2+ and CH3Hg+, known perturbers of glutathione metabolism in the Mediterranean mussel Mytilus galloprovincialis, were used to study changes in the mRNA, protein and activity levels of SeGPX. Results showed increased mRNA levels for SeGPX in the gill of M. galloprovincialis in response to exposure to 40μg/l Hg2+, possibly indicating an induction response to either ROS mediated damage, or decreased levels of functional SeGPX. SeGPX protein levels often mirrored the changes in mRNA levels. However only in the case of Cu2+ exposure did enzyme activity show corresponding changes with SeGPX mRNA and protein. Levels of SeGPX were seen to return to normal levels for Cu2+ and CH3Hg+ exposure Overall, a single gene and mRNA species have been indicated for M. edulis SeGPX, a similar mRNA also being present in the major tissues of three other marine invertebrates. The SeGPX mRNA levels in M. edulis appear to respond to a number of endogenous and exogenous stimuli, including seasonal regulation, starvation and heavy metal toxicity-induced ROS mediated stress. Control of SeGPX enzyme levels therefore appears to be exerted at the level of SeGPX mRNA transcription or stabilisation.","Marine","University of Surrey"
